district,region,vulnerability_index_pc1,gi_star_queen,gi_star_queen_class,gi_star_knn6,gi_star_knn6_class,lisa_quadrant_queen,lisa_pvalue_queen
Ketu North Municipal,Volta,0.3452640256605313,0.3523988029608995,not_significant,0.4121696377283035,not_significant,1,0.247
Mpohor,Western,-0.1007338708992053,-0.5572756953714932,not_significant,-0.5572756953714932,not_significant,3,0.062
Wassa Amenfi West Municipal,Western,-1.026485899437942,-0.07520036187517724,not_significant,-0.005289767517098249,not_significant,3,0.442
Ketu South Municipal,Volta,0.6850633574580408,0.1688468458699102,not_significant,0.38330855515551354,not_significant,1,0.364
Wassa Amenfi Central,Western,0.244647667609137,-0.18114863631198627,not_significant,-0.18378926180528285,not_significant,4,0.341
Keta Municipal,Volta,0.2805011295272629,0.3786693356354708,not_significant,0.34795714578134135,not_significant,1,0.214
Kadjebi,Oti,-0.7499194408473753,0.06047245674616854,not_significant,-0.04085800143479442,not_significant,2,0.436
Mfantsiman Municipal,Central,0.0371277601616691,0.31435967980295504,not_significant,0.005896460596606019,not_significant,1,0.292
South Tongu,Volta,0.8359673321949601,0.4685736614591514,not_significant,0.43221903917099974,not_significant,1,0.126
Ekumfi,Central,1.3478449317754544,0.13843075120446907,not_significant,-0.003942345650224687,not_significant,1,0.395
Twifo Heman Lower Denkyira,Central,-0.2760895797585688,-0.18438381773203463,not_significant,-0.18438381773203463,not_significant,3,0.341
Jasikan Municipal,Oti,-0.7192204262457323,-0.3547696381842177,not_significant,-0.17478665890158485,not_significant,3,0.287
Twifo Ati Morkwa,Central,0.0977868869704104,-0.20331200913023412,not_significant,-0.2965973929567035,not_significant,4,0.302
Krachi East Municipal,Oti,0.5365268831717666,0.19540368198257535,not_significant,0.0622466603059089,not_significant,1,0.315
Nkwanta South Municipal,Oti,0.763259287081473,0.44259616863775514,not_significant,0.38733216580085933,not_significant,1,0.175
Awutu Senya East Municipal,Central,-1.9575257147073823,-0.750071494074202,coldspot,-0.9590784555818566,coldspot,3,0.044
Afigya Kwabre South,Ashanti,-1.2801386729111257,-0.6210702673592222,coldspot,-1.0038698189365651,coldspot,3,0.033
La Nkwantanang Madina Municipal,Greater Accra,-2.402263430900777,-1.4577922909487449,coldspot,-1.2929607436762214,coldspot,3,0.001
Atwima Kwanwoma,Ashanti,-1.2401451249600492,-0.6974486422100588,coldspot,-1.1998902964177132,coldspot,3,0.03
Sekyere South,Ashanti,-0.6389937212792457,-0.3632729511093065,not_significant,-0.446593047841767,not_significant,3,0.152
Ga East Municipal,Greater Accra,-2.7472268211544613,-1.4109493431687212,coldspot,-1.355637227382543,coldspot,3,0.001
Ayawaso West Municipal,Greater Accra,-3.003242636793071,-1.2631287530022408,coldspot,-1.177556492684703,coldspot,3,0.001
Sekyere East,Ashanti,-1.0250333399730012,-0.3951914349812592,not_significant,-0.6181697843922089,not_significant,3,0.193
Ga South Municipal,Greater Accra,-1.2768274403972568,-1.1948005429102524,coldspot,-0.9675599443346562,coldspot,3,0.002
Ga West Municipal,Greater Accra,-1.770576399360681,-1.2692350836070643,coldspot,-1.1765255636263092,coldspot,3,0.001
Sekyere Central,Ashanti,0.5441274124573976,0.008759034843081276,not_significant,-0.12687271750809676,not_significant,1,0.47
Ga Central Municipal,Greater Accra,-2.6496077483896707,-1.1313515661352682,coldspot,-1.264239885526848,coldspot,3,0.003
Offinso North,Ashanti,0.0591589638313139,-0.35259138019911235,not_significant,-0.4170843753447146,not_significant,4,0.134
Krachi West Municipal,Oti,0.2052607666264135,0.46720611572700216,not_significant,0.27005538324762135,not_significant,1,0.223
Offinso Municipal,Ashanti,-0.371304770258816,-0.1969972129785747,not_significant,-0.24929879003591288,not_significant,3,0.328
Obuasi Municipal,Ashanti,-1.924718671309192,-0.3370031734787165,not_significant,-0.2761477764477452,not_significant,3,0.273
Krachi Nchumuru,Oti,0.8041502367829001,0.7619643970755242,hotspot,0.656399151447517,not_significant,1,0.044
Kwabre East,Ashanti,-1.5148523466862884,-0.6706458969617238,coldspot,-1.0584454718742669,coldspot,3,0.032
Agortime-Ziope,Volta,-0.4432337869874482,0.11772113284901344,not_significant,0.04912432396175529,not_significant,2,0.39
Adaklu,Volta,0.3830541228037494,-0.24615887806977602,not_significant,0.045681896771834506,not_significant,4,0.375
Ejura Sekyedumase Municipal,Ashanti,-0.0566553528017038,-0.14566069446407523,not_significant,-0.18639636161923917,not_significant,3,0.337
Atwima Nwabiagya South Municipal,Ashanti,-1.5201080931372164,-0.5435882945341584,not_significant,-1.0385248288154028,coldspot,3,0.053
Akatsi South Municipal,Volta,0.5042531119967606,0.2969119770123295,not_significant,0.39825423204823174,not_significant,1,0.235
Atwima Mponua,Ashanti,-0.5947670760010274,-0.2524242024363037,not_significant,-0.26377720171646524,not_significant,3,0.22
Akatsi North,Volta,1.149740634171895,0.07421293773815991,not_significant,0.2360884311936821,not_significant,1,0.429
Ho Municipal,Volta,-2.0641245178050034,-0.021820479939507257,not_significant,-0.031719996665286014,not_significant,3,0.444
Adansi South,Ashanti,-0.0184450994656231,-0.07461926529441487,not_significant,-0.31162020057161094,not_significant,3,0.459
Hohoe Municipal,Volta,-1.0984537543952122,-0.18182352161704227,not_significant,-0.3137447472206163,not_significant,3,0.389
Adansi Asokwa,Ashanti,0.1234199208021841,-0.2966033339758189,not_significant,-0.41532812555691606,not_significant,4,0.241
Ho West,Volta,-0.5412986290820989,,not_significant,-0.2602209786620419,not_significant,3,0.001
